06.03.2017|11:36:01*+#+*mh*+#+*1*+#+*Baustein-DB21*+#+*
06.03.2017|11:36:00*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
06.03.2017|11:36:00*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
06.03.2017|11:36:00*+#+*mh*+#+*1*+#+*Baustein-DB10*+#+*
06.03.2017|11:34:51*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
22.02.2017|10:19:11*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
22.02.2017|10:18:00*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
22.02.2017|10:14:52*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
22.02.2017|10:13:57*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
22.02.2017|10:13:00*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
22.02.2017|10:11:19*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
22.02.2017|10:10:56*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
22.02.2017|10:09:57*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
22.02.2017|10:09:19*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
22.02.2017|10:07:42*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
22.02.2017|10:06:16*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
22.02.2017|09:57:21*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
22.02.2017|09:56:32*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
22.02.2017|09:56:32*+#+*mh*+#+*1*+#+*Baustein-OB100*+#+*
22.02.2017|09:55:21*+#+*mh*+#+*1*+#+*Baustein-OB100*+#+*
22.02.2017|09:54:54*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
22.02.2017|09:53:59*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
22.02.2017|09:52:19*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
22.02.2017|09:51:12*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
22.02.2017|09:50:41*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
22.02.2017|09:43:32*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
22.02.2017|09:42:37*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
22.02.2017|09:37:14*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
20.02.2017|13:01:17*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
20.02.2017|13:01:17*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
20.02.2017|13:01:17*+#+*mh*+#+*1*+#+*Baustein-DB10*+#+*
20.02.2017|13:01:16*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
20.02.2017|13:01:16*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
20.02.2017|13:01:16*+#+*mh*+#+*1*+#+*Baustein-DB10*+#+*
20.02.2017|13:01:13*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
20.02.2017|13:01:13*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
20.02.2017|13:01:13*+#+*mh*+#+*1*+#+*Baustein-DB10*+#+*
20.02.2017|13:00:58*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
20.02.2017|13:00:26*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
20.02.2017|12:59:21*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
20.02.2017|12:49:55*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
20.02.2017|12:47:38*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
20.02.2017|12:38:06*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
20.02.2017|12:33:42*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
20.02.2017|12:16:20*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
15.02.2017|11:23:35*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
15.02.2017|11:23:35*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
15.02.2017|11:23:35*+#+*mh*+#+*1*+#+*Baustein-DB10*+#+*
15.02.2017|11:23:35*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
15.02.2017|11:05:45*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
15.02.2017|11:05:45*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
15.02.2017|11:05:45*+#+*mh*+#+*1*+#+*Baustein-DB10*+#+*
15.02.2017|10:49:06*+#+*mh*+#+*1*+#+*Baustein-DB10*+#+*
15.02.2017|10:49:05*+#+*mh*+#+*1*+#+*Baustein-DB2*+#+*
15.02.2017|10:47:25*+#+*mh*+#+*1*+#+*Baustein-DB10*+#+*
15.02.2017|10:47:25*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
15.02.2017|10:47:25*+#+*mh*+#+*1*+#+*Baustein-DB2*+#+*
15.02.2017|10:46:38*+#+*mh*+#+*1*+#+*Baustein-DB10*+#+*
15.02.2017|10:46:38*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
15.02.2017|10:46:38*+#+*mh*+#+*1*+#+*Baustein-DB2*+#+*
15.02.2017|10:46:38*+#+*mh*+#+*1*+#+*Baustein-OB100*+#+*
15.02.2017|09:59:48*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
15.02.2017|09:59:48*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
15.02.2017|09:59:48*+#+*mh*+#+*1*+#+*Baustein-DB2*+#+*
13.02.2017|10:54:07*+#+*mh*+#+*1*+#+*Baustein-DB1*+#+*
13.02.2017|10:54:07*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
13.02.2017|10:54:07*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
13.02.2017|10:54:07*+#+*mh*+#+*1*+#+*Baustein-FB2*+#+*
13.02.2017|10:54:07*+#+*mh*+#+*1*+#+*Baustein-DB2*+#+*
13.02.2017|10:54:07*+#+*mh*+#+*1*+#+*Baustein-FB21*+#+*
13.02.2017|10:54:07*+#+*mh*+#+*1*+#+*Baustein-FB1*+#+*
25.01.2017|11:58:59*+#+*mh*+#+*1*+#+*Baustein-DB1*+#+*
25.01.2017|11:58:59*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
25.01.2017|11:58:58*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
25.01.2017|11:58:58*+#+*mh*+#+*1*+#+*Baustein-DB2*+#+*
25.01.2017|11:58:58*+#+*mh*+#+*1*+#+*Baustein-FB1*+#+*
25.01.2017|11:52:56*+#+*mh*+#+*1*+#+*Baustein-FB1*+#+*
25.01.2017|11:42:03*+#+*mh*+#+*1*+#+*Baustein-FB2*+#+*
24.01.2017|15:11:56*+#+*mh*+#+*1*+#+*Baustein-DB1*+#+*
24.01.2017|15:11:56*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
24.01.2017|15:11:56*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
24.01.2017|15:11:55*+#+*mh*+#+*1*+#+*Baustein-DB2*+#+*
24.01.2017|15:03:29*+#+*mh*+#+*1*+#+*Baustein-DB1*+#+*
24.01.2017|15:03:28*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
24.01.2017|15:03:28*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
24.01.2017|15:03:28*+#+*mh*+#+*1*+#+*Baustein-DB2*+#+*
24.01.2017|15:03:28*+#+*mh*+#+*1*+#+*Baustein-FB1*+#+*
24.01.2017|14:41:01*+#+*mh*+#+*1*+#+*Baustein-DB1*+#+*
24.01.2017|14:41:01*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
24.01.2017|14:41:01*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
24.01.2017|14:41:01*+#+*mh*+#+*1*+#+*Baustein-DB2*+#+*
24.01.2017|14:41:01*+#+*mh*+#+*1*+#+*Baustein-FB1*+#+*
24.01.2017|14:18:34*+#+*mh*+#+*1*+#+*Baustein-DB1*+#+*
24.01.2017|14:18:34*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
24.01.2017|14:18:34*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
24.01.2017|14:18:34*+#+*mh*+#+*1*+#+*Baustein-DB2*+#+*
24.01.2017|14:18:33*+#+*mh*+#+*1*+#+*Baustein-FB1*+#+*
24.01.2017|14:15:58*+#+*mh*+#+*1*+#+*Baustein-DB1*+#+*
24.01.2017|14:15:58*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
24.01.2017|14:15:58*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
24.01.2017|14:15:58*+#+*mh*+#+*1*+#+*Baustein-DB2*+#+*
24.01.2017|14:15:57*+#+*mh*+#+*1*+#+*Baustein-FB1*+#+*
24.01.2017|14:14:19*+#+*mh*+#+*1*+#+*Baustein-DB1*+#+*
24.01.2017|14:14:19*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
