19.05.2022|15:08:22*+#+*mh*+#+*1*+#+*Block-DB20*+#+*
19.05.2022|15:08:22*+#+*mh*+#+*1*+#+*Block-DB20*+#+*
19.05.2022|15:02:37*+#+*mh*+#+*1*+#+*Block-DB20*+#+*
19.05.2022|15:02:37*+#+*mh*+#+*1*+#+*Block-DB20*+#+*
19.05.2022|15:00:55*+#+*mh*+#+*1*+#+*Block-FB5*+#+*
19.05.2022|15:00:55*+#+*mh*+#+*1*+#+*Block-DB20*+#+*
19.05.2022|15:00:55*+#+*mh*+#+*1*+#+*Block-DB20*+#+*
19.05.2022|14:54:42*+#+*mh*+#+*1*+#+*Block-DB20*+#+*
19.05.2022|14:54:42*+#+*mh*+#+*1*+#+*Block-DB20*+#+*
19.05.2022|14:53:51*+#+*mh*+#+*1*+#+*Block-FB5*+#+*
19.05.2022|14:53:51*+#+*mh*+#+*1*+#+*Block-DB20*+#+*
19.05.2022|14:53:51*+#+*mh*+#+*1*+#+*Block-DB20*+#+*
17.05.2022|09:29:17*+#+*mh*+#+*1*+#+*Block-DB20*+#+*
17.05.2022|09:29:17*+#+*mh*+#+*1*+#+*Block-DB20*+#+*
17.05.2022|09:29:15*+#+*mh*+#+*1*+#+*Block-DB20*+#+*
17.05.2022|09:29:15*+#+*mh*+#+*1*+#+*Block-DB20*+#+*
27.04.2022|10:40:53*+#+*mh*+#+*1*+#+*Baustein-FB9*+#+*
27.04.2022|10:40:10*+#+*mh*+#+*1*+#+*Baustein-FB9*+#+*
27.04.2022|10:39:21*+#+*mh*+#+*1*+#+*Baustein-FB9*+#+*
27.04.2022|09:53:02*+#+*mh*+#+*1*+#+*Baustein-FC21*+#+*
27.04.2022|09:52:54*+#+*mh*+#+*1*+#+*Baustein-FB9*+#+*
27.04.2022|09:52:52*+#+*mh*+#+*1*+#+*Baustein-FB8*+#+*
27.04.2022|09:52:46*+#+*mh*+#+*1*+#+*Baustein-FB5*+#+*
27.04.2022|09:52:39*+#+*mh*+#+*1*+#+*Baustein-FB1*+#+*
16.01.2019|12:15:27*+#+*mh*+#+*1*+#+*Baustein-DB1*+#+*
16.01.2019|12:15:27*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
16.01.2019|12:15:27*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
16.01.2019|12:15:26*+#+*mh*+#+*1*+#+*Baustein-DB5*+#+*
16.01.2019|12:15:25*+#+*mh*+#+*1*+#+*Baustein-DB1*+#+*
16.01.2019|12:15:25*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
16.01.2019|12:15:25*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
16.01.2019|12:15:25*+#+*mh*+#+*1*+#+*Baustein-DB5*+#+*
16.01.2019|12:15:24*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
16.01.2019|12:14:55*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.06.2017|12:59:39*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
12.06.2017|12:59:39*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
12.06.2017|12:53:04*+#+*mh*+#+*3*+#+*Baustein schreiben-7 Bausteine*+#+*
12.06.2017|12:52:51*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
12.06.2017|12:52:51*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
12.06.2017|12:52:51*+#+*mh*+#+*1*+#+*Baustein-FB5*+#+*
12.06.2017|12:51:03*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
12.06.2017|12:51:03*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
12.06.2017|12:51:03*+#+*mh*+#+*1*+#+*Baustein-FB5*+#+*
12.06.2017|12:50:48*+#+*mh*+#+*1*+#+*Baustein-DB20*+#+*
